t,y with h=0.01,y with h=0.005,y with h=0.001
-92.89,,,
-92.88,,,
-92.87,,,
-92.86,,,
-92.85,,,
-92.84,,,
-92.83,,,
-92.82,,,
-92.81,,,
-92.8,,,
-92.79,,,
-92.78,,,
-92.77,,,
-92.76,,,
-92.75,,,
-92.74,,,
-92.73,,,
-92.72,,,
-92.71,,,
-92.7,,,
-92.69,,,
-92.68,,,
-92.67,,,
-92.66,,,
-92.65,,,
-92.64,,,
-92.63,,,
-92.62,,,
-92.61,,,
-92.6,,,
-92.59,,,
-92.58,,,
-92.57,,,
-92.56,,,
-92.55,,,
-92.54,,,
-92.53,,,
-92.52,,,
-92.51,,,
-92.5,,,
-92.49,,,
-92.48,,,
-92.47,,,
-92.46,,,
-92.45,,,
-92.44,,,
-92.43,,,
-92.42,,,
-92.41,,,
-92.4,,,
-92.39,,,
-92.38,,,
-92.37,,,
-92.36,,,
-92.35,,,
-92.34,,,
-92.33,,,
-92.32,,,
-92.31,,,
-92.3,,,
-92.29,,,
-92.28,,,
-92.27,,,
-92.26,,,
-92.25,,,
-92.24,,,
-92.23,,,
-92.22,,,
-92.21,,,
-92.2,,,
-92.19,,,
-92.18,,,
-92.17,,,
-92.16,,,
-92.15,,,
-92.14,,,
-92.13,,,
-92.12,,,
-92.11,,,
-92.1,,,
-92.09,,,
-92.08,,,
-92.07,,,
-92.06,,,
-92.05,,,
-92.04,,,
-92.03,,,
-92.02,,,
-92.01,,,
-92.0,,,
-91.99,,,
-91.98,,,
-91.97,,,
-91.96,,,
-91.95,,,
-91.94,,,
-91.93,,,
-91.92,,,
-91.91,,,
-91.9,,,
-91.89,,,
-91.88,,,
-91.87,,,
-91.86,,,
-91.85,,,
-91.84,,,
-91.83,,,
-91.82,,,
-91.81,,,
-91.8,,,
-91.78999999999999,,,
-91.78,,,
-91.77,,,
-91.76,,,
-91.75,,,
-91.74,,,
-91.73,,,
-91.72,,,
-91.71,,,
-91.7,,,
-91.69,,,
-91.68,,,
-91.67,,,
-91.66,,,
-91.65,,,
-91.64,,,
-91.63,,,
-91.62,,,
-91.61,,,
-91.6,,,
-91.59,,,
-91.58,,,
-91.57,,,
-91.56,,,
-91.55,,,
-91.53999999999999,,,
-91.53,,,
-91.52,,,
-91.51,,,
-91.5,,,
-91.49,,,
-91.48,,,
-91.47,,,
-91.46,,,
-91.45,,,
-91.44,,,
-91.43,,,
-91.42,,,
-91.41,,,
-91.4,,,
-91.39,,,
-91.38,,,
-91.37,,,
-91.36,,,
-91.35,,,
-91.34,,,
-91.33,,,
-91.32,,,
-91.31,,,
-91.3,,,
-91.28999999999999,,,
-91.28,,,
-91.27,,,
-91.26,,,
-91.25,,,
-91.24,,,
-91.23,,,
-91.22,,,
-91.21,,,
-91.2,,,
-91.19,,,
-91.18,,,
-91.17,,,
-91.16,,,
-91.15,,,
-91.14,,,
-91.13,,,
-91.12,,,
-91.11,,,
-91.1,,,
-91.09,,,
-91.08,,,
-91.07,,,
-91.06,,,
-91.05,,,
-91.03999999999999,,,
-91.03,,,
-91.02,,,
-91.01,,,
-91.0,,,
-90.99,,,
-90.98,,,
-90.97,,,
-90.96,,,
-90.95,,,
-90.94,,,
-90.93,,,
-90.92,,,
-90.91,,,
-90.9,,,
-90.89,,,
-90.88,,,
-90.87,,,
-90.86,,,
-90.85,,,
-90.84,,,
-90.83,,,
-90.82,,,
-90.81,,,
-90.8,,,
-90.78999999999999,,,
-90.78,,,
-90.77,,,
-90.76,,,
-90.75,,,
-90.74,,,
-90.73,,,
-90.72,,,
-90.71,,,
-90.7,,,
-90.69,,,
-90.68,,,
-90.67,,,
-90.66,,,
-90.65,,,
-90.64,,,
-90.63,,,
-90.62,,,
-90.61,,,
-90.6,,,
-90.59,,,
-90.58,,,
-90.57,,,
-90.56,,,
-90.55,,,
-90.53999999999999,,,
-90.53,,,
-90.52,,,
-90.51,,,
-90.5,,,
-90.49,,,
-90.48,,,
-90.47,,,
-90.46,,,
-90.45,,,
-90.44,,,
-90.43,,,
-90.42,,,
-90.41,,,
-90.4,,,
-90.39,,,
-90.38,,,
-90.37,,,
-90.36,,,
-90.35,,,
-90.34,,,
-90.33,,,
-90.32,,,
-90.31,,,
-90.3,,,
-90.28999999999999,,,
-90.28,,,
-90.27,,,
-90.26,,,
-90.25,,,
-90.24,,,
-90.23,,,
-90.22,,,
-90.21,,,
-90.2,,,
-90.19,,,
-90.18,,,
-90.17,,,
-90.16,,,
-90.15,,,
-90.14,,,
-90.13,,,
-90.12,,,
-90.11,,,
-90.1,,,
-90.09,,,
-90.08,,,
-90.07,,,
-90.06,,,
-90.05,,,
-90.03999999999999,,,
-90.03,,,
-90.02,,,
-90.01,,,
-90.0,,,
-89.99,,,
-89.98,,,
-89.97,,,
-89.96,,,
-89.95,,,
-89.94,,,
-89.93,,,
-89.92,,,
-89.91,,,
-89.9,,,
-89.89,,,
-89.88,,,
-89.87,,,
-89.86,,,
-89.85,,,
-89.84,,,
-89.83,,,
-89.82,,,
-89.81,,,
-89.8,,,
-89.78999999999999,,,
-89.78,,,
-89.77,,,
-89.76,,,
-89.75,,,
-89.74,,,
-89.73,,,
-89.72,,,
-89.71,,,
-89.7,,,
-89.69,,,
-89.68,,,
-89.67,,,
-89.66,,,
-89.65,,,
-89.64,,,
-89.63,,,
-89.62,,,
-89.61,,,
-89.6,,,
-89.59,,,
-89.58,,,
-89.57,,,
-89.56,,,
-89.55,,,
-89.53999999999999,,,
-89.53,,,
-89.52,,,
-89.51,,,
-89.5,,,
-89.49,,,
-89.48,,,
-89.47,,,
-89.46,,,
-89.45,,,
-89.44,,,
-89.43,,,
-89.42,,,
-89.41,,,
-89.4,,,
-89.39,,,
-89.38,,,
-89.37,,,
-89.36,,,
-89.35,,,
-89.34,,,
-89.33,,,
-89.32,,,
-89.31,,,
-89.3,,,
-89.28999999999999,,,
-89.28,,,
-89.27,,,
-89.26,,,
-89.25,,,
-89.24,,,
-89.23,,,
-89.22,,,
-89.21,,,
-89.2,,,
-89.19,,,
-89.18,,,
-89.17,,,
-89.16,,,
-89.15,,,
-89.14,,,
-89.13,,,
-89.12,,,
-89.11,,,
-89.1,,,
-89.09,,,
-89.08,,,
-89.07,,,
-89.06,,,
-89.05,,,
-89.03999999999999,,,
-89.03,,,
-89.02,,,
-89.01,,,
-89.0,,,
-88.99,,,
-88.98,,,
-88.97,,,
-88.96,,,
-88.95,,,
-88.94,,,
-88.93,,,
-88.92,,,
-88.91,,,
-88.9,,,
-88.89,,,
-88.88,,,
-88.87,,,
-88.86,,,
-88.85,,,
-88.84,,,
-88.83,,,
-88.82,,,
-88.81,,,
-88.8,,,
-88.78999999999999,,,
-88.78,,,
-88.77,,,
-88.76,,,
-88.75,,,
-88.74,,,
-88.73,,,
-88.72,,,
-88.71,,,
-88.7,,,
-88.69,,,
-88.68,,,
-88.67,,,
-88.66,,,
-88.65,,,
-88.64,,,
-88.63,,,
-88.62,,,
-88.61,,,
-88.6,,,
-88.59,,,
-88.58,,,
-88.57,,,
-88.56,,,
-88.55,,,
-88.53999999999999,,,
-88.53,,,
-88.52,,,
-88.51,,,
-88.5,,,
-88.49,,,
-88.48,,,
-88.47,,,
-88.46,,,
-88.45,,,
-88.44,,,
-88.43,,,
-88.42,,,
-88.41,,,
-88.4,,,
-88.39,,,
-88.38,,,
-88.37,,,
-88.36,,,
-88.35,,,
-88.34,,,
-88.33,,,
-88.32,,,
-88.31,,,
-88.3,,,
-88.28999999999999,,,
-88.28,,,
-88.27,,,
-88.26,,,
-88.25,,,
-88.24,,,
-88.23,,,
-88.22,,,
-88.21,,,
-88.2,,,
-88.19,,,
-88.18,,,
-88.17,,,
-88.16,,,
-88.15,,,
-88.14,,,
-88.13,,,
-88.12,,,
-88.11,,,
-88.1,,,
-88.09,,,
-88.08,,,
-88.07,,,
-88.06,,,
-88.05,,,
-88.03999999999999,,,
-88.03,,,
-88.02,,,
-88.01,,,
-88.0,,,
-87.99,,,
-87.98,,,
-87.97,,,
-87.96,,,
-87.95,,,
-87.94,,,
-87.93,,,
-87.92,,,
-87.91,,,
-87.9,,,
-87.89,,,
-87.88,,,
-87.87,,,
-87.86,,,
-87.85,,,
-87.84,,,
-87.83,,,
-87.82,,,
-87.81,,,
-87.8,,,
-87.78999999999999,,,
-87.78,,,
-87.77,,,
-87.76,,,
-87.75,,,
-87.74,,,
-87.73,,,
-87.72,,,
-87.71,,,
-87.7,,,
-87.69,,,
-87.68,,,
-87.67,,,
-87.66,,,
-87.65,,,
-87.64,,,
-87.63,,,
-87.62,,,
-87.61,,,
-87.6,,,
-87.59,,,
-87.58,,,
-87.57,,,
-87.56,,,
-87.55,,,
-87.53999999999999,,,
-87.53,,,
-87.52,,,
-87.51,,,
-87.5,,,
-87.49,,,
-87.48,,,
-87.47,,,
-87.46,,,
-87.45,,,
-87.44,,,
-87.43,,,
-87.42,,,
-87.41,,,
-87.4,,,
-87.39,,,
-87.38,,,
-87.37,,,
-87.36,,,
-87.35,,,
-87.34,,,
-87.33,,,
-87.32,,,
-87.31,,,
-87.3,,,
-87.28999999999999,,,
-87.28,,,
-87.27,,,
-87.26,,,
-87.25,,,
-87.24,,,
-87.23,,,
-87.22,,,
-87.21,,,
-87.2,,,
-87.19,,,
-87.18,,,
-87.17,,,
-87.16,,,
-87.15,,,
-87.14,,,
-87.13,,,
-87.12,,,
-87.11,,,
-87.1,,,
-87.09,,,
-87.08,,,
-87.07,,,
-87.06,,,
-87.05,,,
-87.03999999999999,,,
-87.03,,,
-87.02,,,
-87.01,,,
-87.0,,,
-86.99,,,
-86.98,,,
-86.97,,,
-86.96,,,
-86.95,,,
-86.94,,,
-86.93,,,
-86.92,,,
-86.91,,,
-86.9,,,
-86.89,,,
-86.88,,,
-86.87,,,
-86.86,,,
-86.85,,,
-86.84,,,
-86.83,,,
-86.82,,,
-86.81,,,
-86.8,,,
-86.78999999999999,,,
-86.78,,,
-86.77,,,
-86.76,,,
-86.75,,,
-86.74,,,
-86.73,,,
-86.72,,,
-86.71,,,
-86.7,,,
-86.69,,,
-86.68,,,
-86.67,,,
-86.66,,,
-86.65,,,
-86.64,,,
-86.63,,,
-86.62,,,
-86.61,,,
-86.6,,,
-86.59,,,
-86.58,,,
-86.57,,,
-86.56,,,
-86.55,,,
-86.53999999999999,,,
-86.53,,,
-86.52,,,
-86.51,,,
-86.5,,,
-86.49,,,
-86.48,,,
-86.47,,,
-86.46,,,
-86.45,,,
-86.44,,,
-86.43,,,
-86.42,,,
-86.41,,,
-86.4,,,
-86.39,,,
-86.38,,,
-86.37,,,
-86.36,,,
-86.35,,,
-86.34,,,
-86.33,,,
-86.32,,,
-86.31,,,
-86.3,,,
-86.28999999999999,,,
-86.28,,,
-86.27,,,
-86.26,,,
-86.25,,,
-86.24,,,
-86.23,,,
-86.22,,,
-86.21,,,
-86.2,,,
-86.19,,,
-86.18,,,
-86.17,,,
-86.16,,,
-86.15,,,
-86.14,,,
-86.13,,,
-86.12,,,
-86.11,,,
-86.1,,,
-86.09,,,
-86.08,,,
-86.07,,,
-86.06,,,
-86.05,,,
-86.03999999999999,,,
-86.03,,,
-86.02,,,
-86.01,,,
-86.0,,,
-85.99,,,
-85.98,,,
-85.97,,,
-85.96,,,
-85.95,,,
-85.94,,,
-85.93,,,
-85.92,,,
-85.91,,,
-85.9,,,
-85.89,,,
-85.88,,,
-85.87,,,
-85.86,,,
-85.85,,,
-85.84,,,
-85.83,,,
-85.82,,,
-85.81,,,
-85.8,,,
-85.78999999999999,,,
-85.78,,,
-85.77,,,
-85.76,,,
-85.75,,,
-85.74,,,
-85.73,,,
-85.72,,,
-85.71,,,
-85.7,,,
-85.69,,,
-85.68,,,
-85.67,,,
-85.66,,,
-85.65,,,
-85.64,,,
-85.63,,,
-85.62,,,
-85.61,,,
-85.6,,,
-85.59,,,
-85.58,,,
-85.57,,,
-85.56,,,
-85.55,,,
-85.53999999999999,,,
-85.53,,,
-85.52,,,
-85.51,,,
-85.5,,,
-85.49,,,
-85.48,,,
-85.47,,,
-85.46,,,
-85.45,,,
-85.44,,,
-85.43,,,
-85.42,,,
-85.41,,,
-85.4,,,
-85.39,,,
-85.38,,,
-85.37,,,
-85.36,,,
-85.35,,,
-85.34,,,
-85.33,,,
-85.32,,,
-85.31,,,
-85.3,,,
-85.28999999999999,,,
-85.28,,,
-85.27,,,
-85.26,,,
-85.25,,,
-85.24,,,
-85.23,,,
-85.22,,,
-85.21,,,
-85.2,,,
-85.19,,,
-85.18,,,
-85.17,,,
-85.16,,,
-85.15,,,
-85.14,,,
-85.13,,,
-85.12,,,
-85.11,,,
-85.1,,,
-85.09,,,
-85.08,,,
-85.07,,,
-85.06,,,
-85.05,,,
-85.03999999999999,,,
-85.03,,,
-85.02,,,
-85.01,,,
-85.0,,,
-84.99,,,
-84.98,,,
-84.97,,,
-84.96,,,
-84.95,,,
-84.94,,,
-84.93,,,
-84.92,,,
-84.91,,,
-84.9,,,
-84.89,,,
-84.88,,,
-84.87,,,
-84.86,,,
-84.85,,,
-84.84,,,
-84.83,,,
-84.82,,,
-84.81,,,
-84.8,,,
-84.78999999999999,,,
-84.78,,,
-84.77,,,
-84.76,,,
-84.75,,,
-84.74,,,
-84.73,,,
-84.72,,,
-84.71,,,
-84.7,,,
-84.69,,,
-84.68,,,
-84.67,,,
-84.66,,,
-84.65,,,
-84.64,,,
-84.63,,,
-84.62,,,
-84.61,,,
-84.6,,,
-84.59,,,
-84.58,,,
-84.57,,,
-84.56,,,
-84.55,,,
-84.53999999999999,,,
-84.53,,,
-84.52,,,
-84.51,,,
-84.5,,,
-84.49,,,
-84.48,,,
-84.47,,,
-84.46,,,
-84.45,,,
-84.44,,,
-84.43,,,
-84.42,,,
-84.41,,,
-84.4,,,
-84.39,,,
-84.38,,,
-84.37,,,
-84.36,,,
-84.35,,,
-84.34,,,
-84.33,,,
-84.32,,,
-84.31,,,
-84.3,,,
-84.28999999999999,,,
-84.28,,,
-84.27,,,
-84.26,,,
-84.25,,,
-84.24,,,
-84.23,,,
-84.22,,,
-84.21,,,
-84.2,,,
-84.19,,,
-84.18,,,
-84.17,,,
-84.16,,,
-84.15,,,
-84.14,,,
-84.13,,,
-84.12,,,
-84.11,,,
-84.1,,,
-84.09,,,
-84.08,,,
-84.07,,,
-84.06,,,
-84.05,,,
-84.03999999999999,,,
-84.03,,,
-84.02,,,
-84.01,,,
-84.0,,,
-83.99,,,
-83.98,,,
-83.97,,,
-83.96000000000001,,,
-83.95,,,
-83.94,,,
-83.93,,,
-83.92,,,
-83.91,,,
-83.9,,,
-83.89,,,
-83.88,,,
-83.87,,,
-83.86,,,
-83.85,,,
-83.84,,,
-83.83,,,
-83.82,,,
-83.81,,,
-83.8,,,
-83.78999999999999,,,
-83.78,,,
-83.77,,,
-83.75999999999999,,,
-83.75,,,
-83.74,,,
-83.73,,,
-83.72,,,
-83.71000000000001,,,
-83.7,,,
-83.69,,,
-83.68,,,
-83.67,,,
-83.66,,,
-83.65,,,
-83.64,,,
-83.63,,,
-83.62,,,
-83.61,,,
-83.6,,,
-83.59,,,
-83.58,,,
-83.57,,,
-83.56,,,
-83.55,,,
-83.53999999999999,,,
-83.53,,,
-83.52,,,
-83.50999999999999,,,
-83.5,,,
-83.49,,,
-83.48,,,
-83.47,,,
-83.46000000000001,,,
-83.45,,,
-83.44,,,
-83.43,,,
-83.42,,,
-83.41,,,
-83.4,,,
-83.39,,,
-83.38,,,
-83.37,,,
-83.36,,,
-83.35,,,
-83.34,,,
-83.33,,,
-83.32,,,
-83.31,,,
-83.3,,,
-83.28999999999999,,,
-83.28,,,
-83.27,,,
-83.25999999999999,,,
-83.25,,,
-83.24,,,
-83.23,,,
-83.22,,,
-83.21000000000001,,,
-83.2,,,
-83.19,,,
-83.18,,,
-83.17,,,
-83.16,,,
-83.15,,,
-83.14,,,
-83.13,,,
-83.12,,,
-83.11,,,
-83.1,,,
-83.09,,,
-83.08,,,
-83.07,,,
-83.06,,,
-83.05,,,
-83.03999999999999,,,
-83.03,,,
-83.02,,,
-83.00999999999999,,,
-83.0,,,
-82.99,,,
-82.98,,,
-82.97,,,
-82.96000000000001,,,
-82.95,,,
-82.94,,,
-82.93,,,
-82.92,,,
-82.91,,,
-82.9,,,
-82.89,,,
-82.88,,,
-82.87,,,
-82.86,,,
-82.85,,,
-82.84,,,
-82.83,,,
-82.82,,,
-82.81,,,
-82.8,,,
